"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"5749","Oph37",NA,1,NA,2019-01-08,2019-01-08,FALSE,"Au toppppp","Code parrain: 3FGZUNSMSuperbe application Très facile d'utilisation Carte bancaire gratuite avec l'offre StarterEt peu de temps pour ouvrir son compte En plus ils vous offrent 15 euros grâce à mon code 3FGZUNSM le code parrainage à entrer à l'inscription pour obtenir les 15e 👍Je recommande vivement !!!","Merci beaucoup pour votre message et votre recommandation, on apprécie ! :) Veuillez toutefois noter que le bonus de 15€ n'était disponible que jusqu'au 31décembre 2018 dans le cadre de notre offre de Noël. Maintenant, c'est 10€.",303
"5750","Chico",NA,1,NA,2019-01-08,2019-01-11,TRUE,"Free card and 15e extra","Free card and 15e extra. It is cool :)","Thanks for your review and feedback Chico! And Welcome to Monese! Though, we must tell you that the 15€ bonus was a Christmas campaign and it is not available anymore. However, the referral programme continues so refer a friend, and you can receive 10€. More information is available here: https://monese.com/refer-a-friend",38
"5751","customer",NA,1,NA,2019-01-07,2019-01-08,TRUE,"Good service received via the app","Good service received via the app. Not had the need to contact them otherwise. Good app, easy to use","Happy you're enjoying our app - thanks for the review!",100
"5752","Tissi",NA,1,NA,2019-01-07,2019-01-24,TRUE,"Mein Account ist seit über ein Monat…","Mein Account ist seit über ein Monat geblockt ohne Begründung! Der Kundensupport hat nicht die Möglichkeit oder Informationen, um mich darüber zu informieren.Eigentlich unglaublich da ich keine riesen summe auf der karte habe. werde jedenfalls kündigen!","Hallo Tissi,Es tut uns wirklich leid, dass Sie uns diese Bewertung hinterlassen mussten. Wir möchten erwähnen, dass Konten aus einer Vielzahl von Gründen gesperrt werden können, und oft als Vorsichtsmaßnahme vorübergehend. In Ihrem Fall waren wir in der Lage, Ihr Konto zu sperren und eine E-Mail diesbezüglich zu senden.Zögern Sie nicht, unser Kundensupport-Team für weitere Fragen zu kontaktieren, da wir keinen Kommentar auf ein Konto einer öffentlichen Plattform abgeben können.Beste Grüße,Das Monese-Team",253
"5753","Eddie",NA,1,NA,2019-01-07,2019-01-08,TRUE,"Brilliant !!!","Brilliant !!!","Waw! Thank you so much, Eddie :)",13
"5754","Sundhausen",NA,1,NA,2019-01-07,2019-01-09,TRUE,"Absolut traumhaft","Absolut traumhaft","Großartig! Toll, dass es Dir gefällt.",17
"5755","customer",NA,1,NA,2019-01-07,2019-01-08,TRUE,"I found it very easy to use and very…","I found it very easy to use and very useful the way it’s setup","Hi there - glad to hear it! Thanks!",62
"5756","Rh",NA,1,NA,2019-01-07,2019-01-08,FALSE,"Avec le code FMK6C3L9","Le compte est créé très rapidementFaites votre dépôt de 50€ et Vous recevez 15€ Sur votre compteEn utilisant mon code je vous verse 5€ de plus via paypalN’hésitez pas à créer un compte en utilisant mon code FMK6C3L9Je serai ravie de vous guider","Merci beaucoup pour votre message :) Veuillez toutefois noter que le bonus de 15€ n'était disponible que jusqu'au 31décembre 2018 dans le cadre de notre offre de Noël. Maintenant, c'est 10€.",244
"5757","Ammad","https://user-images.trustpilot.com/55d38ca00000ff0001d52bca/73x73.png",18,NA,2019-01-07,2019-01-08,TRUE,"Easy to apply and simple to deposit and…","Easy to apply and simple to deposit and withdraw money","Easy and simple - that's what we want for our customers! Thanks for your review, Ammad :)",54
"5758","Steven",NA,1,NA,2019-01-07,NA,TRUE,"Monese Bank","No problems so far but its early days yet.",NA,42
"5759","customer",NA,1,NA,2019-01-07,NA,TRUE,"polecam","polecam to konto.",NA,17
"5760","Charles Ohuruogu",NA,7,NA,2019-01-07,2019-01-07,TRUE,"Great to use.","Great to use.","Hello Charles - we appreciate your feedback, thank you!",13
"5761","Krzysztof",NA,1,NA,2019-01-07,2019-01-07,TRUE,"Good banking","Good banking","Thank you very much for your review!",12
"5762","customer",NA,1,NA,2019-01-07,2019-01-07,TRUE,"No problems and the staff were…","No problems and the staff were promptfull in helping","We're glad to know that - thank you for your review!",52
"5763","Jordan Lgs","https://user-images.trustpilot.com/5c3345770a4f7c514769e10d/73x73.png",1,NA,2019-01-07,NA,FALSE,"Code parrainage RB6RFACA","Faites votre premier dépôt de 50€ et recevez 15€ gratuitement avec le code : RB6RFACA.",NA,86
"5764","Vero79",NA,1,NA,2019-01-07,NA,TRUE,"Eccellente!😘","Eccellente!😘",NA,12
"5765","andiealmeida",NA,1,NA,2019-01-07,2019-01-07,TRUE,"I love Monese","I love Monese, my account has been opened in minutes and I can now enjoy a bank account here in UK ... It's easy and simple to use the app and in a few days my card was already arriving at my residence. I'm loving the experience of Monese.","Hello there - we're glad to know you're having a great experience! Thank you very much for your feedback!",239
"5766","customer",NA,1,NA,2019-01-07,2019-01-07,TRUE,"Great iOS app","Great iOS app. I hope the service will be great as well!","Thank you for your review!",56
"5767","customer",NA,1,NA,2019-01-07,2019-01-24,TRUE,"tarda muchísimo el envio","tarda muchísimo el envió","Buen día.No estamos seguros de los motivos de esta revisión negativa, si tiene problemas con su cuenta o necesita ayuda, siempre puede comunicarse con nuestro equipo de asistencia aquí: https://monese.com/contact y el equipo se encargará de ayudarle en todo lo posible en español.Además, nuestro equipo de asistencia trató de comunicarse con usted por teléfono, pero las llamadas no recibieron respuesta. Por favor, comuníquese con nosotros cuando tenga tiempo.Saludos Cordiales,El Equipo De Monese",24
"5768","andrea",NA,1,NA,2019-01-07,2019-01-07,TRUE,"very ok","very ok service","Thanks, Andrea, it's great to have you with us!",15
"5769","cliente",NA,2,NA,2019-01-07,2019-01-07,TRUE,"Okokok","Okokok Very well","Thank you, glad to hear that!",16
"5770","customer",NA,1,NA,2019-01-06,2019-01-07,TRUE,"Friendly service","Friendly service, professional, I recommend","Thank you! We're gonna pass this on to our support team!",43
"5771","Banea Liviu bogdan",NA,1,NA,2019-01-06,NA,TRUE,"Sunt mulțumit de aceasta banca!","Sunt mulțumit de aceasta banca!",NA,31
"5772","Kareem Elzayat","https://user-images.trustpilot.com/5c320e284230e06785233077/73x73.png",2,NA,2019-01-06,2019-01-07,TRUE,"Amazing","Amazing, fast, and simple to use!","Really glad to here that, thanks!",33
"5773","marisa",NA,2,NA,2019-01-06,2019-01-07,TRUE,"There was any problem","There was any problem. I Have just installed the app, but it respected the promises for the bonus. For any question contact the support, they have been gently.","Glad to hear everything's been going smoothly, Marisa! And welcome on board!",159
"5774","Leonardo Italy",NA,1,NA,2019-01-06,NA,TRUE,"Servizio eccellente","Servizio eccellente. Facile aprire il conto è la carta arriva prima del previsto.",NA,81
"5775","Julian",NA,1,NA,2019-01-06,2019-01-07,TRUE,"Great app","Great app, great service. Got the card early.","Glad to hear that, Julian, thanks! And welcome on board!",45
"5776","Davide",NA,4,NA,2019-01-06,NA,TRUE,"Excellent","Eccellente, consigliata a tutti",NA,31
"5777","Gastón Q",NA,1,NA,2019-01-06,2019-01-07,TRUE,"Just perfect!","Just perfect!","Thanks, Gaston! It's great to have you among our customers!",13
"5778","delphinn",NA,3,NA,2019-01-06,2019-01-08,FALSE,"Great, functional and I use it as second Mastercard card","I use Monese for some time now and I have to say that all is working without problem. I use a card at home and also abroad and while shopping online. Usually I top up via my IBAN so to avoid any additional costs. Super as second alternative card to use it on your travels or for shopping online. If you will use my referal code R47EKEAE during the sign up process you will get FREE €15 credited to your account once you making a first deposit of minimum €50.","Thanks for the review! Please remember that the 15€ referral bonus was only available until 31st of December as part of our Christmas offer. From 1st of January onwards it's 10€!",458
"5779","Amedeo Mancini","https://user-images.trustpilot.com/5a69e6f40000ff000b05be80/73x73.png",4,NA,2019-01-06,NA,TRUE,"dopo piu di 10 tentativi di attivazione…","TUTTO PERFETTO OTTIMA CARTA DI PAGAMENTO SODDISFATTO",NA,52
"5780","customer",NA,1,NA,2019-01-06,2019-01-07,TRUE,"Very fast and great service","Very fast and great service","Glad to hear that, thanks!",27
"5781","Customer",NA,2,NA,2019-01-05,2019-01-07,TRUE,"Excellent","Great. It's excelente","Glad you like it, thank you!",21
"5782","Soolia","https://user-images.trustpilot.com/5c313885a4562037b7785c49/73x73.png",1,NA,2019-01-05,NA,FALSE,"Excellent","Voici mon code parrainage : 9PAZC7FB et je me ferais un plaisir de vous aider sur Facebook pour votre inscription.. ajouter moi fb: soo liaa",NA,140
"5783","customer",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Hi thanks for accepting me on your bank…m","Hi thanks for accepting me on your bank xxI been away for Christmas period, now soon I will start using bank.Thanks Edlir fizmani","Welcome on board, Edlir, thanks for choosing Monese!",129
"5784","Muhammad Zishan",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Very reliable service","Very reliable service","Thank you for your trust!",21
"5785","Kundenbewertung",NA,1,NA,2019-01-05,2019-01-11,TRUE,"Gute und schnelle abwicklung","Gute und schnelle abwicklung","Danke für dein Feedback und viel Freude mit Deinem neuen mobilen Bankkonto!",28
"5786","Eliezer Lobatón",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Excellent tool for all people","Excellent tool for all people, but especially for those who need to mobilize money in euros at low cost, quickly and easily. You can also buy online! Cool. The account is opened from anywhere in the world. It is reliable and simple.","Thanks for the review, Eliezer, glad to hear you like our services!",232
"5787","Nfatima",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Easy to order","Easy to order, hassel free registration","Thanks for the review and welcome on board!",39
"5788","customer",NA,1,NA,2019-01-05,2019-01-07,TRUE,"New account","Very helpful and would recommend to anyone who is looking to start a new bank account.","Welcome on board! Glad we were able to help :)",86
"5789","customer",NA,1,NA,2019-01-05,2019-01-07,TRUE,"I will recommend this company to my…","I will recommend this company to my friends","Thanks! Please remember to always use your referral code when recommending our services to others - you'll find a small reward on your account! :)",43
"5790","Gunter",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Great","Great for Services.","Thanks for saying that, Gunter!",19
"5791","Jonas",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Nice and fast opened bank account but…","Nice and fast opened bank account but higher fees than N26 and no Support for ApplePay :)","Thanks for the feedback, Jonas! We're always working on improving our services and meeting the needs of our customers, that's why Apple Pay is coming really soon and we'll see what we can do about pricing!",89
"5792","customer",NA,1,NA,2019-01-05,NA,TRUE,"Money takes way too long to transfer…","Money takes way too long to transfer between accounts. The £10-£15 that you get for inviting people still has yet to appear after topping up over £50.",NA,150
"5793","customer",NA,1,NA,2019-01-05,2019-01-07,TRUE,"Easy to use for everyone I recommend it…","Easy to use for everyone I recommend it to anyone who wants a great online banking experience","Thanks! It's because we believe modern banking should be as easy as possible - glad you agree!",93
"5794","Rudolf  Pietersma","https://user-images.trustpilot.com/5aa924864de5666d3482c189/73x73.png",4,NA,2019-01-05,2019-01-07,TRUE,"Top bank!","Nice to have an extra reliable (online) bank. Fast sign up and acceptation. Free bank card last year and 15 euro’s free after first 50 euro deposit.","Thanks for the review, Rudolf, glad you like our services!",148
"5795","customer",NA,1,NA,2019-01-05,NA,TRUE,"Rapidi ed efficienti","Rapidi ed efficienti",NA,20
"5796","customer",NA,1,NA,2019-01-05,2019-01-11,TRUE,"warum kann ich meine carte nicht öffnen?","warum kann ich meine carte nicht öffnen?","Hallo! Es tut uns leid, dass Du Schwierigkeiten mit Deiner Karte hast. Bitte setz Dich mit unserem Kundendienst in Verbindung – er prüft gern, wo das Problem liegt: https://monese.com/gb/de/contact?l=c. Danke!",40
"5797","customer",NA,6,NA,2019-01-05,2019-01-07,TRUE,"Perfect service","Perfect service","Thank you for your feedback!",15
"5798","customer",NA,1,NA,2019-01-04,2019-01-07,TRUE,"Good","I hope it's good,cause I have to rate even before Amy practising...","Welcome on board! Please feel free to explore the app more and come back with a full review later!",67
"5799","Paweł Cholewiński",NA,4,NA,2019-01-04,NA,FALSE,"Super możliwość!","Super możliwość!Gdyby ktoś miał problem z założeniem konta w jakimś stacjonarnym banku, z racji braku możliwości potwierdzenia adresu (sami mieliśmy ten problem) to polecam bank Monese. Prosta w obsłudze aplikacja, łatwe przelewy, niskie koszty, bardzo szybkie przelewy wewnętrzne 😜 Dodatkowo ciekawy program lojalnościowy! Więc gdyby ktoś zakładał konto, to przy rejestracji niech wpisze kod QUPGGHCF to dostanie darmowe 15 funtów (po pierwszej wpłacie na konto powyżej 50 funtów, później te pieniądze oczywiście można przelać z powrotem już z bonusem 😉 ). Po założeniu konta można udostępniać swój kod polecający 😀 W każdym razie z aplikacji korzystam i polecam 😉",NA,665
"5800","customer111",NA,1,NA,2019-01-04,NA,TRUE,"It's good for paypoint deposits down…","It's good for paypoint deposits and EU Account / down side is how long it takes to receive and send money",NA,105
"5801","Keith Morris",NA,3,NA,2019-01-04,2019-01-07,TRUE,"Excellent layout and clear instructions…","Excellent layout and clear instructions available when setting up the account. Also the debit card arrived on the due date.","Hey Keith - thanks for the review! We're definitely gonna pass this on to the rest of our team!",123
"5802","customer",NA,1,NA,2019-01-04,2019-01-07,TRUE,"Good","Hello I am very happy","We're happy to make you happy!",21
"5803","customer",NA,1,NA,2019-01-04,2019-01-07,TRUE,"Good customer service.","Good customer service.","Thanks! We're definitely gonna pass this on to our support team, they'll love it!",22
"5804","customer Jarek",NA,2,NA,2019-01-04,2019-01-07,TRUE,"Znakomita ,profesjonalna obsługa…","Znakomita ,profesjonalna obsługa ,rzeczowa i konkretna .Miło korzystać z usług Waszej firmy .Aplikacja prosta i intuicyjna oby tak dalej .","Dziękujemy, Jarek, super słyszeć tak miłe słowa!",138
"5805","customer",NA,1,NA,2019-01-04,2019-01-11,TRUE,"Good","Decent little online bank","Thanks for your feedback!",25
"5806","customer",NA,1,NA,2019-01-04,NA,TRUE,"Claro que recomiendo a cualquiera…","Claro que recomiendo a cualquiera empresas y particulares soy Ramón Emilio Rodríguez Rodríguez",NA,94
"5807","Chris",NA,2,NA,2019-01-04,NA,TRUE,"Easy to install and setup","Easy to install and setup, with minimal fuss. Would be great to include a few more currencies in the future.",NA,108
"5808","Péter Varga",NA,1,NA,2019-01-04,NA,TRUE,"Somogyapáti","Reliable, fast and accurate.",NA,28
"5809","customer",NA,1,NA,2019-01-04,2019-01-07,TRUE,"It was good bank and I'm waiting for my…","It was good bank and I'm waiting for my debit card.","Hope the card arrives anytime now and welcome on board!",51
"5810","Celine",NA,1,NA,2019-01-04,2019-01-11,TRUE,"I just use this one for an economy…","I just use this one for an economy account and it's perfect for this!","Glad to hear that, thanks Celine!",69
"5811","customerTomasz Myslinski",NA,1,NA,2019-01-04,2019-01-07,TRUE,"Otwieranie konta trwalo zaledwie 5…","Otwieranie konta trwalo zaledwie 5 minut ,szybko konkretnie bez zbednych papierow i latania po bankach ,wszystkim goraco polecam.","Dzięki, Tomasz! Właśnie takie było nasze założenie - aby współczesna bankowość była prosta i szybka!",129
"5812","customer",NA,1,NA,2019-01-04,2019-01-23,TRUE,"Suspended my","Suspended my. Account for me putting my own savings money pathetic service","Hi there,We're really sorry you had to leave us this review. We would like to mention that accounts can be locked for a variety of reasons, and often temporarily as a precaution. In your case, we were able to unlock your account same day and support team contacted you directly to explain what went wrong but calls went unanswered.Feel free to reach out to our support team to find out more what went wrong as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",74
"5813","customer",NA,1,NA,2019-01-04,2019-01-11,TRUE,"alles sehr übersichtlich und sehr…","alles sehr übersichtlich und sehr leicht verständlich sehr guter service alles im sehr gut","Das freut uns wirklich zu hören! Danke!",90
"5814","Marin Marinov",NA,1,NA,2019-01-04,NA,TRUE,"very good","I'm happy that the paper arrived very soon, I hope to use it as soon as possible",NA,80
"5815","Yat",NA,3,NA,2019-01-04,NA,TRUE,"Finally got Monese UK account and added…","Finally got Monese UK account and added Eurozone account. There are two separate debit cards, and I have only ordered UK debit card. And if Euro debit card can also be free delivery, it would encourage more people to order and use.Hope that both U.K. and Euro debit cards can have online payment 3D S feature (as I knew now just UK debit cards have currently)I think Monese team members have tried best to introduce more new functions for the accounts and debit cards.It’s good that Monese has Google Pay, and I think more people are waiting for Monese’s Apple Pay.Wait for a lot of good news from Monese in 2019!",NA,613
"5816","customer",NA,1,NA,2019-01-04,2019-01-11,TRUE,"Der Service ist gut","Der Service ist gut",NA,19
"5817","Jonathan Ellul",NA,2,NA,2019-01-04,NA,TRUE,"Very helpful and all details included…","Very helpful and all details included plus very easy to use without hassle","Besten Dank, wir leiten das auf jeden Fall an unseren Kundendienst weiter!",74
"5818","customer",NA,1,NA,2019-01-04,NA,TRUE,"Monese","Monese is ok!!!!",NA,16
"5819","customer",NA,1,NA,2019-01-04,NA,TRUE,"Very good","Very good, no commission transfer !",NA,35
"5820","Javaid",NA,1,NA,2019-01-04,NA,TRUE,"Excellent service","Excellent service",NA,17
"5821","customer",NA,2,NA,2019-01-04,2019-01-23,TRUE,"Account blocked, support doesnt respond","Account blocked, support doesnt respond","Hi there,Sorry to let you down. Accounts can be locked for a variety of reasons, and often temporarily as a precaution. In your case, we were able to unlock your account same day and support team contacted your directly to explain what went wrong.Feel free to reach out to our support team whenever you need any help. Best Regards,The Monese Team",39
"5822","customer",NA,1,NA,2019-01-04,2019-01-04,TRUE,"Moim zdaniem całkiem ok","Moim zdaniem całkiem ok. Troszke słabo rozwiniete BOK w języku polskim.. i brak płatności telefonem..","Hej - dzięki za recenzję! Planujemy wprowadzić integrację z Apple Pay i Google Pay jeszcze w tym roku!",101
"5823","Max13",NA,2,NA,2019-01-04,2019-01-04,TRUE,"☆☆☆☆","They seem nice.i had an issue with logging on earlier on so i had to call them.i didnt have to wait much to talk to somebody.and it was an actual person,not a call centre robot.she was very polite and helpfull.2 minutes later and she had helped me solve the issue.great 1st experience with the company","Thanks, Max, glad we were able to help! We're definitely gonna pass this on to our support team!",301
"5824","S_R_Mohanty",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Very easy and convenient","Very easy and convenient","Thank you, glad you like it!",24
"5825","NARENDRAKUMAR GUIRDARDAS",NA,2,NA,2019-01-03,2019-01-04,TRUE,"AMAZING","Really it is amazing for persons who have recently arrived in UK and have no access to banking facilities.","Thank you, glad we were able to help you out! Enjoy your new adventure in the UK! :)",106
"5826","customer",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Lazar","Excellent service","Thank you, really glad to hear that!",17
"5827","customer",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Good","Just recieved the card. Hope it eill be good.Never tryed before","Thanks for the review! Please feel free to come back with the feedback once you get to explore the card more!  And enjoy it! :)",63
"5828","Danny",NA,1,NA,2019-01-03,2019-01-04,TRUE,"excellent service, thank you.","The card has arrived quicker than I expected. There was a small issue with my ID at the beginning, but that got sorted out really quickly with a video call check. The customer assistant was very polite and professional. I am very grateful. Thank you so much.","Really glad to hear that, Danny! Welcome on board and thanks for choosing us!",258
"5829","customer",NA,2,NA,2019-01-03,2019-01-04,TRUE,"Very easy to open an account online.","Very easy to open an account online.App is user friendly, very good.The card arrived very quickly.Thank you very much.","Thank you, glad to have you with us!",118
"5830","Martin",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Easy to use bank account","Easy to sign up, easy to use account in EUR or GBP for a fair price... I can definitely recommend Monese","Thanks, Martin, glad to hear you like our services!",104
"5831","customer",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Very intuitive app and i like it simple","Very intuitive app and i like it simple","Thanks, we're definitely gonna pass this on to the relevant team!",39
"5832","Mario Molla",NA,1,NA,2019-01-03,2019-01-04,TRUE,"👍 nice","👍 very nice app","Thank you, Mario, glad you like it!",15
"5833","customer",NA,1,NA,2019-01-03,NA,TRUE,"Everything was fine. Good UI of the application.","Everything was fine. Good UI of the application.",NA,48
"5834","customer",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Thank you for being fast and easy in…","Thank you for being fast and easy in using it","Thanks for choosing us, we're always here for you!",45
"5835","customer",NA,1,NA,2019-01-03,NA,TRUE,"Pour l'instant tout va bien...","Pour l'instant tout va bien...",NA,30
"5836","Drew",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Noobie giving a full five stars","So far im giving a full five stars.  The joining was simple and any questions answered fully.  Im stil waiting for my card to arrive before i fully start using all of the services available to me. But having the ability to use the app fully,  and track rhe arrival date is great. Ill be giving another update later on once ive used all the services.","Thanks, Drew, please feel free to explore and get back with a fuller review, we're ready!",349
"5837","Sam scott",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Excellwnt customer service","Excellwnt customer service","Really glad to hear that, Sam, we're gonna let our support team know!",26
"5838","KindaHappyCustomer",NA,2,NA,2019-01-03,2019-01-04,TRUE,"It's easy","It's easy, fast and the costumer service is great.","We're happy to see you happy!",50
"5839","Lauri Hauru",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Fast and efficient service","I could create a GBP account and a EUR account very quickly. When I moved to the UK, I could already have a GBP debit card with a positive balance - totally avoiding the hassle that I would've had with other UK banks. Really useful for paying rent security, remittances etc.","Thanks, Lauri - glad we were able to help out! Hope you're enjoying the UK! :)",274
"5840","Orestes",NA,2,NA,2019-01-03,2019-01-04,TRUE,"Works fine","Works fine, app is quite good. The fee on foreign payments needs to go.","Thanks for the feedback! We're always working on improving our services and that includes pricing, so we're definitely gonna pass this review on to the relevant team!",71
"5841","Sadia",NA,1,NA,2019-01-03,2019-01-04,TRUE,"Nice","I like monese account","Thanks, Sadia, it's really great to have you with us!",21
"5842","Leonard",NA,1,NA,2019-01-03,NA,TRUE,"Il top","Il top un conto completo i bonifici gratis ti da pure 15€",NA,57
"5843","Alberto Zamarrón","https://user-images.trustpilot.com/5110209a00006400012fd1ab/73x73.png",2,NA,2019-01-03,2019-01-04,TRUE,"Really smooth process","Really smooth process","Glad to hear that, Alberto, thank you!",21
"5844","Super",NA,1,NA,2019-01-03,NA,TRUE,"Good company, good seo 2018-2019 for sure.","Good company, good seo 2018-2019 for sure.",NA,42
"5845","N.K LAKKOS",NA,1,NA,2019-01-03,2019-01-04,TRUE,"A BRILLIANT IDEA THE FUTURE  OF BANK IS…","A BRILLIANT IDEA THE FUTURE  OF BANK IS MONESE!!!!","Thanks for that and for building this future with us!",50
"5846","customer",NA,1,NA,2019-01-03,NA,TRUE,"very sodisfatt","very sodisfatt",NA,14
"5847","Costache",NA,1,NA,2019-01-03,NA,TRUE,"IT was a good experience","IT was a good experience",NA,24
"5848","Lucia Abal buceta",NA,1,NA,2019-01-03,NA,FALSE,"Will never use Monese again","They block your account without warning. I have my account blocked with 3000 euros inside, from 1 month, and nobody tells me what is going on.",NA,142
"5849","customer",NA,1,NA,2019-01-03,NA,TRUE,"Hi Jan makula monese","Hi Jan makula monese",NA,20
"5850","Lee Whittaker",NA,5,NA,2019-01-02,2019-01-23,FALSE,"Monese bunch of W**kers","Monese was good at start then after 1 year i get message saying the cant verify me, which i found strange, i verified myself to open an account, they say has to be something with FCS, i am british as for not being able to verify is bad, not good, now got to contact all people that pay me to have money sent elsewhere, so please be aware that they can kill your account within a day of new year and say couldnt verify me, yeah whatever monese total w**kers","Hi Lee,We're sad to hear that things didn't go down as you expected. However, we only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15. Kindly get in touch with our support team directly to find out what went wrong in your case, as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",456
"5851","customer",NA,1,NA,2019-01-02,2019-01-03,TRUE,"Monesse make life easier","Monesse make life easier, this is for working people.","Glad to hear it as this is our goal at Monese - make our customers' life easier! :)",53
"5852","Robert costache",NA,1,NA,2019-01-02,2019-01-02,TRUE,"Now ,wait card ,but AI think is very…","I'm ,waiting for the physical card now,but I think it's very good choise","Thanks for choosing us, Robert, and welcome on board!",72
"5853","customer",NA,1,NA,2019-01-02,2019-01-02,TRUE,"Kamila",":) :) :) :) :) :)",":) !",17
"5854","customer",NA,1,NA,2019-01-02,2019-01-03,TRUE,"Bis jetzt Top.","Bis jetzt Top.","Toll, dass Du nun auch zur Monese-Community gehörst!",14
"5855","customer",NA,1,NA,2019-01-02,2019-01-02,TRUE,"Good company thank you","Good company, good seo 2018-2019 for sure.","Thank you and happy new year!",42
"5856","Jenneth Ann Jabungan","https://user-images.trustpilot.com/5c2c2eae74e4fc2b7b8a584f/73x73.png",2,NA,2019-01-02,2019-01-02,FALSE,"Great!","It is a company that you can trust. Easy to use.","Thank you for your trust, Jenneth! Glad to have you with us!",48
"5857","spoerrle.tk","https://user-images.trustpilot.com/5a6f515a0000ff000b0965e2/73x73.png",15,NA,2019-01-02,2019-01-02,TRUE,"Banking I was looking for ..","Banking I was looking for ... Very easy, very reliable. Thanks for providing such a great banking!","Thank you for building it with us!",98
"5858","Ayoola",NA,1,NA,2019-01-02,2019-01-02,TRUE,"Fantastic Service","Great UI, Quick Delivery :) Happy with the app","Glad you like it! :)",46
"5859","customer",NA,1,NA,2019-01-01,NA,TRUE,"Sunt foarte multumit","Sunt foarte multumit",NA,20
"5860","Andrei Pascaru",NA,2,NA,2019-01-01,NA,TRUE,"Este doar bbun","IT is a good bank, și foarte rapida și de încredere",NA,51
"5861","customer",NA,1,NA,2019-01-01,2019-01-02,TRUE,"Its great","Its great and easy for using :)","Glad to hear that, thank you!",31
"5862","Moemen",NA,1,NA,2019-01-01,2019-01-08,TRUE,"Very good till now","Very good till now. Write this code (C3DR5BGA) to get 15 Euro as a welcome gift when you activate your account. For limited time","Thanks for the review! Please mind that the 15€ welcome gift was only available until 31st of December as part of our Christmas offer. From now onwards the gift is 10€!",128
"5863","customer",NA,1,NA,2019-01-01,NA,TRUE,"Cei mai tari👍👍👍","Cei mai tari👍👍👍",NA,15
"5864","FABRIZIO FRATI",NA,3,NA,2019-01-01,2019-01-02,TRUE,"speed in procedures and security…","speed in procedures and security excellent service","Thank you, Fabrizio! And Happy New Year!",50
"5865","Francesco A",NA,2,NA,2019-01-01,NA,TRUE,"Ottima banca","Ottima banca, davvero user friendly. Operazioni velocissime e interfaccia molto intuitiva. Promossa a pieni voti!",NA,113
"5866","customer",NA,1,NA,2019-01-01,NA,TRUE,"Is not the best because I wonit to pay…","Is not the best because I wonit to pay when I pwt mony",NA,54
"5867","customer",NA,1,NA,2019-01-01,2019-01-03,TRUE,"👍🏽👍🏽👍🏽👍🏽","👍🏽👍🏽👍🏽👍🏽",":D",8
"5868","customergp",NA,1,NA,2018-12-31,NA,TRUE,"Monese","Comoda e sicura",NA,15
"5869","Samantha",NA,3,NA,2018-12-31,2019-01-02,TRUE,"Account setup was user friendly and…","Account setup was user friendly and quick. The EUR account is a perfect solution when traveling within EUR zone. The debit card is contactless with chip/pin.","Thanks, Samantha! Have you tried our GBP account as well?",157
"5870","Mary",NA,1,NA,2018-12-31,2019-01-02,TRUE,"Thank you","The card i had it very faster ,thank you!","Thanks, Mary, glad you like it!",41
"5871","customer",NA,1,NA,2018-12-31,2019-01-02,TRUE,"Good customer service","Nice costumers service. Easy to manage and use with app.","Thank you, we'll definitely pass this on to our support team!",56
"5872","Andrea",NA,1,NA,2018-12-31,NA,TRUE,"No 3D Secure Code","The app is very good but there isn’t 3D Secure Code by MasterCard.",NA,66
"5873","customer",NA,1,NA,2018-12-31,NA,TRUE,"Contactless","Hello I wish to have the option to put or not to put the ""contactless"" is it possible?",NA,86
"5874","Krastan Krastev",NA,1,NA,2018-12-31,NA,TRUE,"Доволен клиент","Благодарен съм на Monese за бързото и лесно създаване на акаунт, бързо получих картата си. Имам постоянен достъп до парите си 24/7. Извършвам бързи и лесни плащания. Много съм доволен.",NA,184
"5875","Jorge Aguilar",NA,1,NA,2018-12-31,NA,TRUE,"Estoy encantado con vosotros","No lo recomendaría, es que ya os he recomendado, estoy contento con la gestión",NA,78
"5876","Nickolas Greece",NA,1,NA,2018-12-31,2019-01-02,TRUE,"Give it a try, it’s worth it!","Very easy to open. As long as you provide the requested papers, everything is done on their side very quick and effective. Very responsive to all the requests and helpful along the way with any enquiry.","Thanks, Nickolas! We're always here for you!",202
