"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"13","Sue",NA,4,NA,2019-09-25,2019-09-25,FALSE,"good rate","Was able to set up a fixed term deposit very easily online. Very good interest rate. Hasn’t matured yet so can’t comment on that.","Hi Sue.  Thanks for taking the time to leave a super review.  KD",129
"14","Elaine",NA,3,NA,2019-09-24,2019-09-25,FALSE,"Quick and easy","Quick, clear and easy to set up account. Great rates of interest. Personal messages making every step simple. This was my first experience with this type of banking. I thought it was great.","Thanks for the lovely words Elaine.  I'm glad you found the setup process easy. KD",189
"15","Howell",NA,1,NA,2019-09-24,2019-09-25,FALSE,"Great rates","Great rates, great interface, great service","Hi Howell, thanks for the wonderful feedback.  Welcome to the Atom family. KD",43
"16","Sam",NA,2,NA,2019-09-24,2019-09-24,FALSE,"Great 👍","Great 👍 app for saving for rainy day","Hi Sam.  I hope there aren't to many rainy days.  Thanks for being part of the Atom family. KD",36
"17","Bill Scott","https://user-images.trustpilot.com/5d8a6efeac80765ecf75d0d9/73x73.png",1,NA,2019-09-24,2019-09-24,FALSE,"Does what it says super easy and cool","Does what it says super easy and cool","Thanks for the lovely feedback Bill.  It's great when stuff is easy to use. KD",37
"18","Norman",NA,1,NA,2019-09-24,2019-09-24,FALSE,"All in the App","Difficult to evaluate really as its all done via an app which was relatively straight forward with virtually real interaction with anyone. Interest rate was the best on the market at the time which is why I chose Atom in the first place.","Hi Norman.  I'm glad you found the process straight forward.  Welcome to the Atom family. KD",237
"19","Dani Gale",NA,1,NA,2019-09-24,2019-09-24,FALSE,"Easy and quick","Easy to navigate to find information for what you need. Very secure so I know my money is safe.","Hi Dani.  Thanks for taking the time to leave the super review.  Thanks for being part of the Atom family. KD",95
"20","Richard",NA,5,NA,2019-09-14,2019-09-15,FALSE,"Terrible app and no HMRC tax certificates","I have an Atom Bank account which I took out because of the best interest rates at the time.The app has always been awful and more like a game. Why on earth should a pin take time for them to verify and the Face ID pretty duff.Finding anything in the app is difficult but for the sake of high interest, such as it is, I waited for the end of term which is tomorrow.O happy day!Anyway and mindful of filling in my tax I always file the tax certificate ready for the great event and ALL other banks provide this certificate which of course shows zero tax but gives the total interest for the year, essential for tax computation. Not so Atom who give a statement of closing the account with individual interest payments.Atom will be stuffed if JC gets in methinks when tax at source is a distinct possibility again.If Atom are prepared, like all other banks, then their back office would just roll out the certificates.Enough of all these games and I will be off!","Thank you for taking the time to leave us your review Richard, I'm sorry to hear about the issues you've had with the app and that we don't offer a Tax Certificate.  We're always looking at ways we can improve the app and our services, I'll feed this back to our app development for you. We don't produce Tax Certificates or Tax statements because all interest is paid gross, and the statements we do issue would show all your earned interest during the time you've held the account with us. Again, thank you for your feedback and for taking the time to leave this. AA",960
"21","R I LEE",NA,4,NA,2019-09-09,2019-09-09,TRUE,"New customer: Great stuff keep it up.","New customer to Atom bank. Very pleased with everything to date. App very easy to se and not having to remember a password word is a blessing. One of the best interest rates around at the moment as well. I had one enquiry I wanted to speak to someone about, there was a very fast and efficient response.","Thanks for the super feedback and joining the Atom family. I'm glad you found the joining process easy.  KD",303
"22","Beverley Woodward","https://user-images.trustpilot.com/5240066c00006400014d76ce/73x73.png",6,NA,2019-09-08,2019-09-09,FALSE,"Very easy to set up account","Very easy to set up account. Very good communication and best rates at the moment. ..","Thanks for the positive feedback Beverley and welcome to the Atom family. KD",85
"23","Antoniya Kuneva","https://user-images.trustpilot.com/5b673faf4de5666d3455e844/73x73.png",2,NA,2019-09-08,2019-09-08,TRUE,"Great interest rates and service","It was super easy to set up and very fast too so when I sent the money over from my current account into Atom I was reassured straight away that they have arrived. The interest rates are some of the best ones I've managed to find!","Hi Antoniya.  Thanks for the super feedback.  I'm glad you found it easy to setup and get your money moved across to us.  welcome to the Atom family. KD",230
"24","Mr Harindersingh Sandhu",NA,2,NA,2019-09-06,2019-09-06,TRUE,"Easy to set up account.","Easy to set up account.","Thanks for your great review. Welcome aboard :) AK",23
"25","Jazzmio",NA,10,NA,2019-09-06,2019-09-06,TRUE,"Good interest rates","I like the products offered. However, there is no 14 day cooling off period so beware!","Thanks for taking the time to leave your review. It's great to see you're happy with the products we currently offer. You are correct we don't offer a 14 day cooling off period on our fixed saver products.  For more information on our products check out our website https://www.atombank.co.uk/fixed-saver",86
"26","David Burke",NA,3,NA,2019-09-06,2019-09-06,TRUE,"Great","Easy and simple to use app. Good saving rates at present","Thanks for leaving such a positive review David. It's great to see you've had a smooth experience with the app :) AK",56
"27","L.E",NA,2,NA,2019-09-06,2019-09-06,TRUE,"A-tom to invest with the best!","Atom had the best 1year fixed rate for my savings. I know my 'wodge' will be safetly hibernating until the summer. Account opening was instant as I'd been with them a couple of years ago with no problems. Their app is absolutely fine for me.","Thanks for the kind words L.E. It's great to have you on board :) AK",241
"28","Kimbo",NA,24,NA,2019-09-05,2019-09-05,TRUE,"Great new savings account","Great new savings account. Excellent app. Great rates. What's not to like.?","Thanks for the kind words Kimbo. It's great to have you on board :) AK",75
"29","D.B.",NA,2,NA,2019-09-05,2019-09-05,TRUE,"Best interest rates","App user-friendly, on time payment, best interest offer. Customer service quick and efficient.","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our app. 😊We are here 24/7 should you ever need us! DF",94
"30","Mr. Ian Thomas",NA,9,NA,2019-09-05,2019-09-05,TRUE,"Very good","Very good. Easy to understand App and great interest rates","Thanks for your feedback. it is great to hear you have found our app easy to use. Please don't hesitate to contact us any time if you need to. DF",58
"31","Tracey Reed",NA,4,NA,2019-09-05,2019-09-05,TRUE,"Atom","So easy to open accounts and very secure. Credit interest rates are very competitive too. Highly recommend Atom.","Thanks for your great review, it is great to hear you are liking our app and our products!Welcome to the Atom family! DF",112
"32","Carole",NA,4,NA,2019-09-05,2019-09-05,TRUE,"I was a bit cautious about this account…","I was a bit cautious about this account as it is so different, but as it was recommended by Money saving expert and covered by FSCS and had good reviews  I decided to try it. Setting up the account was easy and quick. I had a bit of trouble getting the facial recognition to work, but used live chat and was given advice which worked. The interest rate is better than most.","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us! DF",373
"33","DEBBIE",NA,4,NA,2019-09-05,2019-09-05,TRUE,"Excellent service and recommended.","Excellent service and recommended.","Thanks for taking the time to leave us feedback. it is great to hear that you would recommend us to others. We are always here if you need us. DF",34
"34","Dave",NA,6,NA,2019-09-05,2019-09-05,TRUE,"Very easy to setup and use","Very easy to setup and use","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our app. 😊We are here 24/7 should you ever need us! DF",26
"35","Malcolm Carrington",NA,7,NA,2019-09-05,2019-09-05,TRUE,"New account","Very easy to open my account, good rate of interest. Had to contact customer services and the gent I spoke too was excellent. All in all an easy pleasant experience","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with. It is also fantastic to hear you had such a great experience with our customer support team.Welcome aboard! 😊 DF",164
"36","John Forrester",NA,3,NA,2019-09-05,2019-09-05,TRUE,"App very easy to use","App very easy to use.  Best rate","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with. DF",32
"37","Jackie Gambrill",NA,3,NA,2019-09-05,2019-09-05,TRUE,"Excellent online bank I’ve had 2 saving…","Excellent online bank I’ve had 2 saving accounts with them my interest and closing balance was even placed in my bank account on a Sunday.I have no qualms recommending them.","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us that they would recommend us to others! DF",173
"38","John Schofield",NA,1,NA,2019-09-05,2019-09-05,TRUE,"All round pretty excellent BUT they…","All round pretty excellent BUT they have some kind of deal with a credit agency (was Noddle) which means you have to register with the agency first who will then say your credit rating is good- even if it was good to begin with",NA,227
"39","Ian David May","https://user-images.trustpilot.com/5501f6dc0000ff0001b0eda2/73x73.png",14,NA,2019-09-05,2019-09-05,TRUE,"Great rates and easy to use internet…","Great rates and easy to use internet with top class security","Thanks for your fantastic feedback. When it comes to Credit Karma (previously Noddle) we use them solely to identify customers. We would only refer you to check there if we were unable to identify you, this is not related to your credit rating. It is great to hear you got all up and running however.Well come aboard! 😊 DF",60
"40","Peter Hollingworth","https://user-images.trustpilot.com/579a409a0000ff000a35cbb9/73x73.png",6,NA,2019-09-05,2019-09-05,TRUE,"Safe and secure with decent interest rates.","I found Atom Bank on line and checked their credentials with FSA. Web site is easy to use and support staff polite, pleasant and professional.They suit my needs for safe and secure investment for specified periods.","Thanks for your kind words, As always we are always here should you need us! DF",214
"41","Richard Hedges","https://user-images.trustpilot.com/5199291200006400013c4a4e/73x73.png",22,NA,2019-09-05,2019-09-05,TRUE,"Excellent service","Excellent fixed rate saving bonds and so easy to apply. Security seems to be first rate. The easiest savings account I have set up so far.","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us! DF",138
"42","Customer",NA,4,NA,2019-09-05,2019-09-05,TRUE,"Easy","Easy, hassle free and competitive interest rates","Thanks for your great review, it is great to hear you are liking our app and our products!Welcome to the Atom family! DF",48
"43","GB",NA,1,NA,2019-09-05,2019-09-05,TRUE,"Very easy to set up","Very easy to set up, and prompt payment of savings when bonds mature.","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with. DF",69
"44","David Wheatcroft",NA,1,NA,2019-09-05,2019-09-05,TRUE,"Dealings so far have been straight…","Dealings so far have been straight forward","Thank you for taking the time to leave us this review David. Its great to hear you have had such a positive experience! DF",42
"45","Penny Harvey",NA,2,NA,2019-09-05,2019-09-05,TRUE,"All very simple","All very simple","Thanks for your kind words Penny, Great to have you onboard! DF",15
"46","Mark Hetterley","https://user-images.trustpilot.com/5cdd2936d7bca4a0bc767f70/73x73.png",1,NA,2019-09-05,2019-09-05,TRUE,"I had a 1 year savings Bond with Atom…","I had a 1 year savings Bond with Atom and had no problems. I found the app pretty straight forward and easy to use. My bond recently matured so I have just opened a new one.","Thanks for your kind words, It is great to hear you chose to reinvest with us!As always we are always here should you need us! DF",173
"47","Jennifer Knights",NA,3,NA,2019-09-05,2019-09-05,TRUE,"Very easy to register and open account…","Very easy to register and open account in the app but I wish you could just access through the internet on the laptop.","Thanks for your great review, it is great to hear you are liking our app and our products! Currently we have no intentions to expand to internet banking via desktop but should this ever change we will be sure to provide updates via social media and our website.Welcome to the Atom family! DF",118
"48","Mrs Hayes-wilding",NA,2,NA,2019-09-05,2019-09-05,TRUE,"Atom is great","Atom is great,  the rates are good and it was so easy to set up an account and transfer money.","Thanks for your great review, it is great to hear you are liking our app and our products!Welcome to the Atom family! DF",94
"49","Amarjit Singh",NA,4,NA,2019-09-05,2019-09-05,TRUE,"Good rates of interest","Good rates of interest. Easy to operate account and most importantly, easy to get your money out Upon maturity.","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.We are always here should you need to contact us. DF",111
"50","Mr David Barker",NA,6,NA,2019-09-05,2019-09-05,TRUE,"App is hard work!","Only just opened account so limited experience of Atom. Only comment is found App pretty non user friendly. Picture security access doesnt work, when trying to record voice access it kept saying too much background noise whrn i was in total silence, and opening access on 2nd mobile device required phoning Atom and he had to go through couple of technical changes to make it work. Nice idea but very cumbersome to use.","Thank you for taking the time to leave us feedback. Sorry to hear you had some troubles while registering. Your feedback is great and is used directly to improve the services we offer. Our face ID is best used in a bright room with a plain background with no light around you to cause glare or shadows. Thanks for giving us a call and allowing us the opportunity to resolve the issues you were having. Should you ever require assistance then please don't hesitate to contact us! DF",419
"51","Paul Mcglinchey",NA,2,NA,2019-09-05,2019-09-05,TRUE,"100% up to now","100% up to now, dead easy no fancy rubbish.","Thanks for your great review, it is fantastic to hear you have had such a positive experience with our app. 😊We are here 24/7 should you ever need us! DF",43
"52","Martin",NA,5,NA,2019-09-02,2019-09-02,TRUE,"Review Atom Bank","Needed a bit of help to navigate the app, customer services were very good, my call was answered quickly.Could have got a slightly better interest rate else where but not worth the hassle.","Hi Martin thanks for positive feedback. I'm glad we were able to help you out with a quick call. KD",188
"53","JK",NA,19,NA,2019-09-02,2019-09-02,FALSE,"Best Bank by a Mile","I have used Atom Bank for the last 3 years and it is the best bank on the planet. Beats all high street banks by a mile.Great Interest Rates","Hi JK.  Thanks for the brilliant feedback and being part of the Atom family. KD",140
"54","Keith pickup",NA,4,NA,2019-09-01,2019-09-01,TRUE,"As easy as 1  2 3 .","As easy as 1  2 3 to use and very competitive interest rates","Thanks for the great feedback.  I'm happy you found the process easy. KD",60
"55","Angela E",NA,7,NA,2019-08-29,2019-08-29,TRUE,"Quick to open an account and so easy to use","So easy to set up account and to use the app and gives instant access to your savings info online. Logging in with facial recognition instead of remembering password is useful. One of the best rates for fixed rate savings. I would definitely recommend Atom bank.","Thanks for the positive review Angela. It's great to see you've had a smooth experience with Atom  :) AK",262
"56","customer",NA,6,NA,2019-08-28,2019-08-29,TRUE,"Great bank","Great app, great rates, great service","Thanks for the positive feedback, and welcome to the Atom family :). AA",37
"57","penny",NA,4,NA,2019-08-28,2019-08-29,TRUE,"Great app","Great app, feels personal, quick and easy to use.","Thanks, penny, for the great and positive review. AA",49
"58","Linda Turner",NA,1,NA,2019-08-28,2019-08-29,TRUE,"I was very impressed with the help I…","I was very impressed with the help I received when I had problem with logging in the my account","Thanks for the beautiful words Linda. We're pleased to hear that you're impressed with our customer support guys. If you ever need us we're only a phone, chat or email away :). AA",95
"59","Lynn Hickman",NA,1,NA,2019-08-28,2019-08-29,FALSE,"FANTASTIC BANK","EXCELLENT SERVICE FROM ATOM BANK , ADAM AT CUSTOMER SUPPORT WENT ABOVE AND BEYOND TO ASSIST. ACCESSIBLE AND RELIABLE BEATS HIGH STREET BANKING","We're happy to hear such great and amazing feedback, it sounds like you've had a smooth experience with our great customer support guys and our app and that's exactly what want for our customers.  AA",142
"60","MRS LYNN MELLIN",NA,5,NA,2019-08-28,2019-08-29,TRUE,"Quick and easy to set up","Quick and easy to set up, very competitive rates.  Would recommend.","Hi Lynn. Thanks for the recommendation and the kind words. AA",67
"61","Peter Hessell",NA,7,NA,2019-08-28,2019-08-29,TRUE,"Very easy and straightforward way to save at competitive rates","Very easy and straightforward way to invest in saving. App was very easy to navigate and with competitive interest rates and the security of the FSCS protection I am very happy with Atom.","Thanks for the super kind words Peter,  and welcome to the Atom family.  AA",187
"62","Christopher Hall",NA,8,NA,2019-08-28,2019-08-29,TRUE,"This is the second time we have opened…","This is the second time we have opened a fixed saver. The whole process is secure but still easy to complete. When your money approaches maturity you are contacted informing you of “when what to do and how” nice and simple. If you do not move your money straight away it goes to a holding acc, even that interest is better than the banks.","Hi Christopher, Thanks for taking the time to leave your feedback. It's great you're pleased with the simplicity of the App, and even more so that you've chosen to open a second account. Thanks again for sharing your thoughts, much appreciated. AA",338
"63","Mrs Cooper",NA,3,NA,2019-08-27,2019-08-29,TRUE,"Very quick and easy to open an account with no fuss","Very quick and easy to open a new account. Informative ie emails sent very quickly explaining how the account is managed etc.","Thanks for the great review Mrs Cooper, I'm happy to hear how easy it's been for you to open an account. Hope you continue to enjoy banking with us. AA",125
"64","Jayne Welch",NA,15,NA,2019-08-27,2019-08-29,TRUE,"Smooth and easy process","This is my second Atom experience and once again the process was smooth and easy.","Thanks for sharing with us Jayne, we’re chuffed to hear that you're pleased with us and have chosen to reinvest with Atom. AA",81
"65","Anne Veitch",NA,1,NA,2019-08-27,2019-08-28,TRUE,"Excellent customer service and very…","Excellent customer service and very competive savings interest rates","Thanks for this great review Anne. I'm pleased to hear that you're impressed with our customer support guys and happy with our services. AA",68
"66","Karl F.",NA,2,NA,2019-08-27,2019-08-28,TRUE,"Easy to set up and the app is fine","Easy to set up and the app is fine. Would be good to have an app for my PC too.","Thanks for the feedback Karl, glad you found Atom easy to use. AA",79
"67","Vivien",NA,5,NA,2019-08-27,2019-08-28,TRUE,"It’s early days but I’ve opened two…","It’s early days but I’ve opened two accounts in the last week and everything has been very straightforward. Great interface although I can’t get the facial recognition to work on my iPad.","Thanks for the review Vivien, I'm pleased to hear you've found the experience to be straightforward and hope you enjoy using the app. If you're still facing issues with your face ID, then just give us a call or pop through our chat and we'll be happy help fix this for you. AA",187
"68","F Cross",NA,2,NA,2019-08-27,2019-08-28,TRUE,"Straightforward App and Good Customer Service","The bank account was easy to set up and I received a text as soon as my money was transferred in. When I had any concerns I had an online chat with customer service who were very helpful and quick to contact.I had no problems setting up the app.  The interest rates are fair for current market conditions.","Thank you very much for your kind review. We're pleased to know you found set up quick and easy - it's what we aim for! I'm also glad to hear you've had a smooth experience with our great customer support guys Thanks again. AA",305
"69","Mrs Ramshaw",NA,3,NA,2019-08-27,2019-08-28,TRUE,"New customer","Excellent to start up new account no hassle","Thanks, Mrs Ramshaw, for the great feedback :) AA",43
"70","Eileen Donnelly","https://user-images.trustpilot.com/51d5992a0000640001428973/73x73.png",5,NA,2019-08-27,2019-08-28,TRUE,"Very easy to use the app. Highly recommended!","Very easy to open my accounts with the app. Best interest rate we could find at the moment!","I'm glad you're happy with the rate you've secured and wish you a long and happy future of banking with us. We'll always aim to offer competitive rates on our fixed savers and any products we introduce in the future.  Welcome to the Atom family Eileen.",91
"71","Vishweshwar Rao",NA,6,NA,2019-08-27,2019-08-28,TRUE,"Very easy to open an account with great…great digital bank.","Very easy to open an account with great interest rates. Easy to contact.","Thanks for taking the time to leave a review. I'm glad to hear you found the app easy to setup and are happy with our rates. Thanks again for sharing your thoughts. AA",72
"72","Andy Gilbert",NA,1,NA,2019-08-27,2019-08-28,TRUE,"It was all so easy to do","It was all so easy to do, with no delays, and the app is great and simple. The site seems very secure, and gives a choice of number, face and voice recognition, so if you’re useless with passwords, just smile, it does the rest.","We really appreciate the positive feedback and it's great to hear your liking our security features too. We know the app is built a little different but it's brilliant to hear people adopting the new technology and finding it easy to use. AA",227
"73","Happy client",NA,1,NA,2019-08-27,2019-08-28,TRUE,"Excellent app","I was a bit wary of investment on the app but it’s so easy. I invested money in a one year fixed bond and I’ve just invested my money with Atom again this year as it was one of the top one year interest rates.","Thanks for the amazing review. It’s always great to know our customers are genuinely happy with their experience with the App and our products. Thanks again for such great feedback. AA",209
"74","Terry F",NA,1,NA,2019-08-27,2019-08-28,TRUE,"Had good experience with Atom","Had good experience with Atom. After maturation of savings, I chose to save again. Good rates for  given what is available for safe savings- guaranteed by FSCS.Slick App - easy to use.","Thanks for the kind words Terry, we’re chuffed to hear that you're pleased with us and have chosen to reinvest with Atom. AA",184
"75","Pearl",NA,17,NA,2019-08-27,2019-08-28,TRUE,"Brilliant bank, easy to manage accounts and great interest rates","At over 60 I’m not as I T literate as many people but still find it extremely easy to open savings accounts and log in to view them, using just eye recognition.  That’s much better than trying to remember passwords","Thanks so much for the positive feedback. It means a lot us Pearl, and we really appreciate it. I'm glad to hear your liking our security features and app. Wish you a long and happy future of banking with us. AA",214
"76","J Baker",NA,3,NA,2019-08-27,2019-08-28,TRUE,"Easy to set up and use an account","Easy to set up and use an account. Lots of information about what is happening with your account. As yet, nothing negative to say at all!","Thanks for a positive review. I'm pleased to hear you found it easy to set up an account, and find our banking app user friendly. This is music to our ears, it’s exactly the experience we want for all customers.  AA",137
"77","Patricia",NA,1,NA,2019-08-27,2019-08-28,TRUE,"Super fast to open an account","Super fast to open an account. Very easy to operate.","Thanks for taking the time to leave a review. It's great to know you found the app easy to setup and are happy with the way it works.  AA",52
"78","Ann Boote","https://user-images.trustpilot.com/5aaa60604de5666d3422a342/73x73.png",3,NA,2019-08-27,2019-08-28,TRUE,"All done in minutes on-line","All done in minutes on-line.  Excellent rate of interest.  Simple & Easy!","Thanks for the great feedback Ann. It's brilliant you are impressed with the interest rates, but even better you're finding the Atom experience to be easy. AA",73
"79","Mrs McHarg",NA,2,NA,2019-08-27,2019-08-28,TRUE,"First timer","Just made my first deposit in fixed rate account .Easy to set up online and good communication via email and text .So far I’m impressed.","Thanks for the kind words Mrs McHarg, I'm pleased to hear your impressed with the app and the service provided. Welcome aboard :) AA",136
"80","Ann Keenan",NA,2,NA,2019-08-27,2019-08-28,TRUE,"I was a bit anxious about the on line…","I was a bit anxious about the on line application experience, it was very straight forward and easy, if I can navigate and complete a successful application anyone can","Thanks for the amazing feedback Ann. Hope you enjoy banking with us :). AA",167
"81","Mrs E  H.",NA,3,NA,2019-08-27,2019-08-28,TRUE,"Customer service excellent","Customer service excellent. Helped this 79 year old get to grips with new smartphone using Atom site.","Thanks for this amazing review. We're pleased to hear that you're impressed with our customer support guys. I hope you continue to enjoy your time with us, and if you ever need us we're only a call, chat or email away :). AA",101
"82","Paul Neacy",NA,4,NA,2019-08-27,2019-08-28,TRUE,"Very good bank and rates","Very good bank and rates","Thanks for taking the time to leave us a great review, I'm pleased to hear you found Atom a good bank and happy with the rates. AA",24
"83","Teresa sinclair",NA,1,NA,2019-08-27,2019-08-28,TRUE,"Excellent app works great good interest…","Excellent app works great good interest rate so far so good","Thanks for a positive review Teresa. It's great to know you found the app easy to use and are happy with our rates. We'll always aim to offer competitive rates on all of our products :).  AA",59
"84","Lorna",NA,4,NA,2019-08-27,2019-08-28,TRUE,"Brilliant","Quick & easy to see options & open accounts. Really impressed !","Thanks for great feedback Lorna, we're pleased to hear that you're impressed with our app and service. AA",63
"85","Jeremy",NA,7,NA,2019-08-27,NA,TRUE,"Superb Bank - this is the future of banking!","Excellent service. Very quick and easy to open an account with minimal fuss. Easy to use app, very intuitive.",NA,109
"86","PATRICE DAY",NA,2,NA,2019-08-27,NA,TRUE,"Excellent staff","Excellent staff. Very helpful",NA,29
"87","Sally Hollinshead",NA,1,NA,2019-08-27,NA,TRUE,"Easy to set up","Easy to set up, make deposits and handle account closure. Extremely pleased",NA,75
"88","Elaine Mole",NA,8,NA,2019-08-20,2019-08-20,TRUE,"Excellent rates of interest on savings…","Excellent rates of interest on savings accounts. Very easy to set up an account, easy to contact with any queries and extremely helpful customer service. I highly recommend Atom bank, absolutely nothing to worry about!","Thanks for your great review, it is great to hear you are liking our app and our products! It is also nice to hear your kind words regarding our customer service, we really appreciate you taking the time to let us know about your positive experience.We are always here should you need us! DF",218
"89","Graham",NA,12,NA,2019-08-19,2019-08-20,TRUE,"easy to use banking app","Easy to use app to open and run your bank accounts. However intrest rate on savings not as competative as last year","Thank you for taking the time to leave us feedback. Its always nice to hear when a customer has had such a positive experience banking with us! DF",115
"90","Rod H",NA,1,NA,2019-08-19,2019-08-20,FALSE,"Oh dear what an awful bank.","Oh dear what an awful bank.I tried to join but was rejected for no reason that I was given.I have an unblemished financial record.....I asked for all my personal details to be deleted but they have to keep them for seven years..I will certainly not be recommending this ghastly bank to anyone.As you can tell I have taken it personal.","Hi Rod, thank you for taking the time to leave us feedback. It is disappointing we have been unable to open an account for you at this time. We are always looking at ways to improve both our app and the service we offer to ultimately enhance customer experience. We will use your feedback as part of this. Please don't hesitate to contact us at any time should you need to. DF",334
"91","Gilly Gunson",NA,8,NA,2019-08-18,2019-08-20,TRUE,"So far so good","So far so good! Been with Atom over a year and everything works seamlessly. Helpful staff, easynto contact a real person and the app works well.","Thanks for your fantastic feedback. Great to hear you have found us easy to bank with.As always we are always here should you need us! DF",144
"92","Hils@2TB",NA,2,NA,2019-08-16,2019-08-17,TRUE,"Straightforward & simple to use app","Straightforward & simple to use app. Clearly displayed savings rates so easy to find info needed to make decisions efficiently & execute them easily. Took a leap of faith as I’m not an app whiz but if I can use it comfortably, anyone can. Would recommend without hesitation.","Thanks for the wonderful feedback and being part of the Atom family.  I'm glad you found the process of setting up and use of the App easy. KD",274
