"X","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength","id","sentiment"
5207,"Kassim Okera",NA,1,NA,"2019-02-08","2019-02-11",TRUE,"A genuinely disruptive business model…","a genuinely disruptive business model supported by an excellent and seamless service","Hi Kassim - we really appreciate your feedback about our services. Thank you for your review!",123,5207,0.982658959537572
5210,"RAYM2R",NA,1,NA,"2019-02-08","2019-02-11",TRUE,"I've never opened so quickly a bank…","i've never opened so quickly a bank account","We're glad to know that. Thank you very much!",45,5210,-0.780346820809249
5224,"customer",NA,1,NA,"2019-02-07",NA,TRUE,"It’s very good bank just if have…","its very good bank just if have dollars account also is better for people customers can come more and me first because i need a dollar acount",NA,143,5224,0.115606936416185
5231,"customer",NA,1,NA,"2019-02-06",NA,TRUE,"everything ok"," not easy to link paypal account",NA,104,5231,-0.317919075144509
5239,"customer",NA,1,NA,"2019-02-06",NA,TRUE,"Card and month subscription","if we have two accounts euro and uk its much money per year",NA,127,5239,-0.433526011560694
5247,"customer",NA,1,NA,"2019-02-06","2019-02-07",TRUE,"I set this account up with no problems…","i set this account up with no problems what so ever. very simple to use,a nice era account to hold","Glad to hear everything's been going smoothly! Welcome on board and thank you!",100,5247,-0.780346820809249
5253,"customer",NA,1,NA,"2019-02-06","2019-02-07",TRUE,"great job","really i m so great to have account in monese just go and suscribe you will thank me later","We're really glad to have you with us! Thanks for choosing us!",92,5253,-0.202312138728324
5257,"James",NA,8,NA,"2019-02-06",NA,FALSE,"Easy to open and great app... But","really easy to open a account and delivery of the debit card was swift, but unfortunately came across a issue when trying to load a large amount onto the card, amount was accepted but subsequently card was blocked, got in contact with cs who were a friendly bunch in rochdale but even after passing all the details of the source of funds my account was closed due to falling foul of account opening rules (i'm a british citizen with a property in the uk and pay tax in the uk, whilst also having a property abroad) the document team were friendly enough and promptly refunded my account balance back to me once i provided them with bank details (can't fault their speed of service) , in the time i was using them i couldn't fault them and its a shame they closed my account, overall a good bank with a great app but if large transactions are involved it looks like they would prefer to close accounts rather than prove to the cfa that the account and source of funds were legitimate",NA,1237,5257,2.10982658959538
5263,"Bonita",NA,1,NA,"2019-02-05",NA,TRUE,"I like the way I can manage my card…","i like the way i can manage my card online, and be able to access my account any time i need to very helpful",NA,199,5263,0.173410404624277
5275,"customer",NA,1,NA,"2019-02-05","2019-02-07",TRUE,"quick and easy to setup","quick and easy to setup, my debit card arrived way before the eected date. if you are in a rush to open a bank account without a lot of hassle, i truly recommend monese","We're really glad to hear that! Welcome on board and thank you!",171,5275,-0.317919075144509
5276,"Isabelle",NA,4,NA,"2019-02-05",NA,TRUE,"Now I m waiting professionnal account!","now i m waiting professionnal account!",NA,38,5276,-0.780346820809249
5284,"Paul",NA,9,NA,"2019-02-05",NA,FALSE,"PAULA804 Free £5 for debit card use code.","paula use the code for a free  to pay for delivery of your debit card annoyed i didnt use one of the codes in the reviews below. that said it has taken me about  mins to open an account i am going to use it as a monthly budget spending account. will put  in at the start of the month and when it runs out no more costas you can send notifications every time money goes in or out of your account which you can also have your balance added to notification to see how much you have left",NA,700,5284,0.202312138728323
5289,"customer",NA,1,NA,"2019-02-04","2019-02-06",TRUE,"So far so good...."," originally had a bank account with barclays for my business who were quite honestly the worst company i have ever in my life dealt with. took  days to apply, get accepted, get everything set up and receive my debit card. spot on! just wish more banks were this easy","Thanks for your trust! We believe that banking should be as easy as possible - glad you like it :-)",376,5289,0.317919075144508
5293,"Emil",NA,1,NA,"2019-02-04","2019-02-06",TRUE,"Very fast account opening","very fast account opening, friendly and helpfull staff, debit card arrived very fast","Thanks for the recommendation, Emil!",129,5293,-0.346820809248555
5294,"William",NA,1,NA,"2019-02-04","2019-02-06",TRUE,"The simpliest bank I have never seen"," im in france and my credit card is arrived  days before the estimated day","Thank you so much for the recommendation, William! It is much appreciated! :-)",236,5294,-0.549132947976879
5302,"Konstantinos Tsikros","https://user-images.trustpilot.com/5c580d272a02b75f2da4be99/73x73.png",1,NA,"2019-02-04","2019-02-06",TRUE,"Excellent"," i reserved mi debit card very fast and it was very easy to activate it","Hi Konstantinos and thank you very much for reviewing! Of course, you can use your card in many countries 😉!",353,5302,-0.317919075144509
5306,"Very satisfied customer",NA,1,NA,"2019-02-04","2019-02-06",TRUE,"Excellent banking service highly recommend","excellent banking service took me less than ten minutes to setup a new account no waiting for anything have your id passport/driving licence to hand and that's all u need to prove who u are it offers everyday banking options like any other current account i would highly recommend this service as an alternative to high street banking it's new fresh and truly an excellent service don't hesitate if you need an account quick get this app you won't go back","Yay, that was our goal! Thank you for your review!",457,5306,1.1849710982659
5307,"Said Alnahawi",NA,3,NA,"2019-02-04","2019-02-06",TRUE,"Easy to get in touch with the cs!","easy to get in touch with the cs! better than eected delivery time! is there a document comprehensive packet of the client's account opening contract to receive in the near future?!","Glad you are satisfied, Said! Unfortunately, we don't offer any similar document at the moment.",183,5307,0.924855491329479
5320,"customer",NA,1,NA,"2019-02-03",NA,TRUE,"Limit day too low casch !high it's…","limit day too low casch !high it's better",NA,41,5320,-0.46242774566474
5331,"W A Brotherston",NA,11,NA,"2019-02-02",NA,TRUE,"Most of the experience is positive BUT"," security of my account and my money is vital.original post most of the eerience is positive buti transferred some sterling into the sterling account which was then suspended denying me access to my money.they eventually unblocked the account but still refused to give me any elanation for their action",NA,2082,5331,-0.838150289017341
5333,"Stefano",NA,1,NA,"2019-02-02","2019-07-09",TRUE,"Davvero un'ottima app, conto e carta."," la possibilit di aprire diversi conti tra cui europeo e uk, normale e business","Ciao Stefano,Grazie per la tua recensione e per aver condiviso con noi il tuo parere. Siamo fortunati ad averti come cliente e condivideremo i tuoi commenti con tutto il nostro team. 🙂A presto,Il team di Monese",452,5333,-0.780346820809249
5336,"SIegfried Vogelsang",NA,1,NA,"2019-02-02","2019-02-06",TRUE,"Bisher ging alles sehr reibungslos"," ebenso gefllt mir nicht, das es limits fr zahlung und die kreditkarte gibt, die ich nicht individuell verndern kann","Hallo Siegfried! Uns ist jede Rückmeldung wichtig, vielen Dank für Deine Bewertung! In der Tat hast Du ausschließlich über Dein Handy Zugriff auf Dein mobiles Konto – das ist Teil unseres Konzepts. Wir arbeiten permanent daran, unseren Service auszuweiten und zu verbessern.",380,5336,-1.35838150289017
5339,"Dan brooks",NA,1,NA,"2019-02-01","2019-02-04",TRUE,"Great app minus 1 small annoyance","the only reason this isn't  stars is that for some reason i have to re authorize my phone to log into the app every few weeks which is rather annoying but other wise it's a great little app which is more useful than a joint bank account","Hi Dan - thank you for your review! If you want, you can contact our support team to discuss that!",237,5339,0
5344,"Monina",NA,1,NA,"2019-02-01","2019-02-04",TRUE,"Banking and financial transactions made simple and easy"," i tried putting funds through online sepa transfer from my other germany bank account, but one takes  days and the other takes  day. otherwise its all quite easy my  year old son is actually looking forward to getting his own account when he turns  in a few months","Hi Monina - we're really to know that you're having a good experience with Monese. We'll pass your feedback along to the team. Thank you for your review and welcome on board!",797,5344,0.0289017341040463
5361,"customer",NA,1,NA,"2019-01-31",NA,TRUE,"what a great account","what a great account even taking into account monthly charge if you are changing currency the savings are fantastic",NA,202,5361,0.231213872832369
5363,"x1x2-32-",NA,1,NA,"2019-01-31",NA,TRUE,"Good","good account",NA,12,5363,-0.346820809248555
5365,"customer","https://user-images.trustpilot.com/5c52dcf1373884c15baa8f50/73x73.png",1,NA,"2019-01-31",NA,TRUE,"So far,I had good experience,but you know your bank,what is more to say?","so far,i had good eerience,but your fees regarding payments,debits,and receiving payments are really fat!!!unlike raiffeisen bank,where are zero!i was taxed from the beginning ,and i even did not used my card.for receiving money,in my account,i pay fee? humiliating,really!",NA,378,5365,-0.635838150289017
5368,"Stephen Z.",NA,1,NA,"2019-01-31",NA,TRUE,"Nice app! Get Free 10€/£ with code ZHUPE869","get free / with code zhupeall bank account on an app easy to use and with lots of free services. anyone can have dual uk and eu account, really useful and easy to manage. with the mastercard debit card you can spend your money everywhere. there are always promotions like students free plus plan or refer a friend!if you use the referral code zhupe during the sign up process you get free / credited to your account once you deposit minimum /. euro or pound depends on your opening account, in any case you can have both accounts",NA,711,5368,1.87861271676301
5371,"customer",NA,1,NA,"2019-01-31",NA,TRUE,"Monese review","thanks monese for the easyer way to make an account",NA,52,5371,-0.433526011560694
5384,"customer",NA,1,NA,"2019-01-30","2019-01-31",TRUE,"fast and easy to set up and use…"," use of mastercard is not great and because it is a business account i found strange and unfair i have to pay era on online transactions (such as buying flight tickets, etc","Hi there - thanks for your feedback! The only fee you should be paying is the currency exchange fee when paying in a different currency. If you were charged for any other transaction, please contact our support team and they'll investigate your case!",236,5384,-0.780346820809249
5387,"Tim Brame",NA,5,NA,"2019-01-30","2019-01-30",TRUE,"Easy peasey","easy to setup an account","Thanks for the feedback, Tim!",53,5387,-0.317919075144509
5388,"Bogdan alexandru sipos",NA,1,NA,"2019-01-30","2019-01-30",TRUE,"Cool","easy to make an online account","Thank you for your trust and support, Bogdan!",70,5388,-0.317919075144509
5389,"Paul Baylis",NA,4,NA,"2019-01-30","2019-01-30",TRUE,"Ticks all the boxes for me","ticks all the boxes for me, easy to set up, easy to use, excellent value for moneywhat more dobyoucwant?","Glad to hear everything's been going smoothly, Paul! Thanks!",104,5389,0.260115606936416
5400,"Veronica",NA,1,NA,"2019-01-29","2019-01-30",TRUE,"Great bank account online","great bank account online","Very happy to hear that! Thank you :-)",55,5400,-0.491329479768786
5406,"Roxana  drezaliu",NA,1,NA,"2019-01-29","2019-01-29",TRUE,"I just  open  this  account  and  is …","i just open this account and is very easy to open and is the best","Thank you so much, Roxana and welcome to the Monese family! :)",75,5406,-0.0289017341040463
5413,"customer David K-L",NA,1,NA,"2019-01-29","2019-01-29",TRUE,"Day 1 I apply for bank account,","day  i apply for bank account,day  bank account approvedday  account opened with account numberday  deposit money in the accountday  told that debit card has been sentday  and  weekendday  received cardday  make use of card, all from abroad","Glad to hear that everything went well, David! And thanks for the review!",249,5413,-0.0867052023121389
5429,"Sandrine",NA,5,NA,"2019-01-28","2019-01-29",FALSE,"SUPER"," je recommande vivement pour ceux qui veulent grer un budget ou partir en week-end","Bonjour Sandrine - merci beaucoup pour votre message et votre recommandation! On est très content de savoir que vous appréciez nos services !",313,5429,-0.780346820809249
5430,"João Victor",NA,1,NA,"2019-01-28","2019-01-28",TRUE,"A great user interface and easy to use"," i didn't receive my card yet but i am excited about using the service at its best! would love to see a savings account and integration with apple pay as well - hope to see that there soon! keep up the good work!","Hi João Victor - we're glad to know that! We're currently working on Apple Pay integration, so stay tuned. Thank you for your review and welcome on board!",251,5430,1.9364161849711
5431,"customer",NA,2,NA,"2019-01-28","2019-01-29",TRUE,"So far so good"," i was surprise when i received my debit card in two business days","Fast and simple, that's what we want for our customers! Thank you so much for your support!",99,5431,-0.0867052023121389
5433,"ryz",NA,1,NA,"2019-01-28","2019-01-28",TRUE,"fast and easy to open an bank account !","fast and easy to open an bank account","Hi Ryz - Thank you for your recommendation!",70,5433,-0.317919075144509
5437,"Chintan Patel","https://user-images.trustpilot.com/5c4efe52c24eb667180efe81/73x73.png",2,NA,"2019-01-28","2019-02-09",FALSE,"Arrogant customer service team"," if you really intend to use online-only bank accounts, use revolut instead. better still, stick with your high-street banks and negotiate a better deal rather than putting money into dumb online-only banks","Hi Chintan,We feel sad that you think of us this way, however, we must clarify that your account application was rejected because of your geolocation which was in India. We cannot open an account for users who are based outside EEA(European economic area) as per our license. If you travel to EEA/EU any time soon please get in touch with us.Our team communicated the same in a very polite and clear manner but If you find that out of your taste please feel free to send us an email at support@monese.com to let us know what specifically you feel could be improved on our end, we're always open to our customer's input. Cheers!Best Regards,Monese support team",265,5437,-0.491329479768786
5438,"customer",NA,1,NA,"2019-01-28","2019-01-28",TRUE,"I give 4stars only becouse there is no…","i give stars only becouse there is no option to make a cheque,appart of this i'm very happy with monese bank,recomended","Hi there - Thank you for your review. We'll pass your feedback on to our team!",120,5438,-0.115606936416185
5443,"Zifiso",NA,1,NA,"2019-01-28","2019-01-28",TRUE,"Thank you Monese has been great"," i was able to transfer money from nationwide instant and withdraw via monese. but monese found the funds and deposited them to my account","Hi Zifiso - Thank you for your review and for your feedback - we're glad you're having a good experience with us!",349,5443,-0.549132947976879
5448,"Royce Carroll","https://user-images.trustpilot.com/5ad5dda24de5666d34b3f813/73x73.png",2,NA,"2019-01-28","2019-01-28",TRUE,"Works great!","if you move to uk, get this account first","Hi Royce - we appreciate your review. Thank you!",42,5448,-0.780346820809249
5449,"Molly C",NA,1,NA,"2019-01-27","2019-01-28",FALSE,"Use code MOLLY476 for a free £10!","really quick and easy to set up an account, very user-friendly","Hi Molly - Thank you very much!",116,5449,0.260115606936416
5459,"DanielBhuiyan",NA,1,NA,"2019-01-27","2019-02-10",TRUE,"Because  i cannot  Recherche Money …","because i cannot recherche money from any arm bord . so i dont like this account","Hi Daniel,You can use any ATM in the world which has Mastercard logo to take out cash, however, cash deposits at ATM are not supported yet. You can deposit funds in your account via bank transfer, debit card top up, or sofort deposit methods.If you have further questions please contact our support team here: https://monese.com/contact and team will make sure they help you with everything possible.Best Regards,The Monese Team",125,5459,0
5468,"customer",NA,1,NA,"2019-01-26","2019-01-28",TRUE,"review","i have opened an account and i received the card","Thank you for your review and welcome on board!",60,5468,-0.433526011560694
5469,"Shahnawaz",NA,1,NA,"2019-01-26","2019-01-28",TRUE,"Easy account","its safe to keep your money in monese account and its very easy to open your monese account","Hi there - thank you for your review! We are glad to provide you a great Monese experience! :)",91,5469,0.46242774566474
5470,"Daniele",NA,1,NA,"2019-01-26","2019-01-28",TRUE,"top!!!","top!!!monese is the best bank account!!","Hi Daniele - we're very happy to know that you're having a good experience, thank you very much!",39,5470,-0.491329479768786
5473,"Damjanovich Nebojsa","https://user-images.trustpilot.com/5c4c4967d246cf7a585bb3f6/73x73.png",1,NA,"2019-01-26","2019-01-28",FALSE,"Monese is a fast and cheap solution for…","monese is a fast and cheap solution for transferring money from bank card to monese card. my monese card is with my mom in serbia who can pay with it or withdraw money as soon as i upload it from my bank card","Hi Damjanovich Nebojsa! We are happy that Monese card makes your life easier! Many thanks for the review!",209,5473,-0.953757225433526
5475,"Paul Burgess",NA,1,NA,"2019-01-26","2019-02-10",TRUE,"Avoid. they hold your money for no reason","i opened this to pay my holiday as a surprise for my wife , so i paid in cash is been saving into the post office , then when i went to pay for my holiday my account was blocked, customer services wouldn't tell me what was going on instead i had to wait via email, this is after i'm already verified via selfie video and sending my drivers licence to initially register. the e-mail wanted me to send pay slips and wjat i was using the money for, i am still waiting  days later with no response","Hi Paul,Sincerest apologies for any inconvenience caused to you in a result of account closure. Please know that we only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15. You remaining funds were transferred to given account on 29th Jan. Kindly get in touch with our support team directly if you like to discuss your account further, as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",501,5475,0.924855491329479
5478,"customer",NA,1,NA,"2019-01-26","2019-01-28",TRUE,"Very fast transaction and very good…","very fast transaction and very good account","Thank you for your feedback - we really appreciate it!",43,5478,-0.346820809248555
5490,"customer",NA,1,NA,"2019-01-25","2019-01-28",TRUE,"I haven't used the account properly…","i haven't used the account properly yet, but the account opening and card delivery went perfectly","Thank you for your feedback and welcome on board!",98,5490,0.433526011560693
5493,"Sophie",NA,5,NA,"2019-01-25","2019-01-28",TRUE,"Very easy to open an account","very easy to open an account","Hi Sophie - Thank you for your feedback and welcome on board!",106,5493,-0.317919075144509
5496,"Stefano",NA,9,NA,"2019-01-24",NA,FALSE,"Easy and useful! Get free 10€/£ with code ZHUPE869","get free / with code zhupeall bank account on an app easy to use and with lots of free services. anyone can have dual uk and eu account, really useful and easy to manage. with the mastercard debit card you can spend your money everywhere. there are always promotions like students free plus plan or refer a friend! if you use the referral code zhupe during the sign up process you get free / credited to your account once you deposit minimum /",NA,462,5496,1.82080924855491
5500,"customer",NA,2,NA,"2019-01-24","2019-01-28",TRUE,"Very NICE","very nice account","We're happy that you're happy! Thank you!",30,5500,-0.491329479768786
5502,"Farzad",NA,1,NA,"2019-01-24",NA,TRUE,"My family member dying because of MONESE","i have been with monese for  year everything was fine until two weeks they suddenly blocked my account and i provided all documents required for verification i have  in the account which i have to pay for my family member cancer surgery which is emergency and i have told monese to take this action seriously and release the monies and until today they still have not released the funds my family member is dying and this bank dont give a damm whats happening they are ruining my life and my family , i will make sure this company wont get away with this so anyone reading this be aware of this bank as they have ruined peoples lifes i am getting the fca and lawyers involved in this and going to close this company down for ruining my families life this is not a joke",NA,780,5502,-2.05202312138728
5518,"George Gent",NA,2,NA,"2019-01-22","2019-01-23",FALSE,"Really good app","really good app, works great, get a  welcome gift when you open a monese account and top-up money","Happy to hear – thanks, George!",128,5518,1.01156069364162
5521,"customer",NA,1,NA,"2019-01-22","2019-01-23",TRUE,"Just started using this account easy…","just started using this account easy simple and effective","Thank you! We believe that banking should be as easy as possible - glad you like it :-)",57,5521,0.144508670520231
5523,"Steve","https://user-images.trustpilot.com/5c4733f0f82fed0f845bde8a/73x73.png",1,NA,"2019-01-22","2019-01-23",TRUE,"Very impressed and pleased! :)","my account was opened swiftly and i received my debit card within a couple of days. the member of staff i opened the account with was nice and friendly. i transferred money to the account within two hours and have withdrawn cash at an atm and used the card for a payment in a supermarket. a strong  stars!get a  welcome gift when you open a monese account and add money",NA,539,5523,1.5606936416185
5527,"customer",NA,1,NA,"2019-01-22","2019-01-22",TRUE,"streamlined process to open an account","streamlined process to open an account! congratulations!","Gut zu hören! Viel Freude mit Monese :-)",56,5527,0
5528,"Jean",NA,2,NA,"2019-01-22","2019-01-22",TRUE,"Smooth rrlationship","pr, opening of the account and the speed with which the card came","Really glad to hear that, thank you!",128,5528,-0.780346820809249
5533,"Vanessa",NA,3,NA,"2019-01-21",NA,TRUE,":)))","i had problems with my debit card","Glad to hear everything's been going smoothly, thanks!",217,5533,-1.06936416184971
5540,"Theophania Obeng",NA,3,NA,"2019-01-21",NA,FALSE,"Finally got my money after 3 months and a few weeks"," today they formally responded saying they will be investigating then they sent me their formal complaints procedure. at the same time, the money entered my account. i will never ever deal with a money app againnnnn monese was a nightmare","Danke dafür, Gökhan!",514,5540,-1.06936416184971
5549,"New customer",NA,1,NA,"2019-01-20","2019-01-21",TRUE,"Great thanks to whom created Monese!","monese is a big chance who need immediate accounts as a foreigner in the uk","Hello! Thanks for your recommendation and welcome on board!",143,5549,-0.635838150289017
5556,"Vincenzo I.","https://user-images.trustpilot.com/5c1e115fe550e13822f1c04b/73x73.png",2,NA,"2019-01-20",NA,FALSE,"OTTIMA APP, CODICE BONUS 15€ VINCE559"," se utilizzate il codice vince in fase di registrazione, avrete immediatamente  euro in regalo, subito prelevabili o spendibili",NA,233,5556,-0.780346820809249
5561,"customer",NA,1,NA,"2019-01-19","2019-01-21",TRUE,"Simple and fast","im so glad i happened to know about monese, it was soooo so simple and fast, jsut some sinple steps and you get your sort code and account number, i was eecting my card to be arriving in  weeks but it came in  days! i was really happy since i needed this card asap","Hello - we're glad to know that, thank you for your review and welcome on board!",284,5561,0.0867052023121389
5582,"customer",NA,1,NA,"2019-01-18","2019-01-21",TRUE,"So far it’s been perfect"," easy clear and fast just what you need when your dealing with money and bills","We appreciate your feedback - thank you very much!",103,5582,0.317919075144508
5588,"Arūnas Didvalis","https://user-images.trustpilot.com/5bbb11ca4de5666d34eb4110/73x73.png",2,NA,"2019-01-18","2019-01-21",FALSE,"Excellent"," debit card arrived after two days. if you use the referal code aruna during the sign up process you get free  credited to your account once you making a first deposit of minimum ","Hi Arūnas - we're glad to know you're having a good experience with us. Thank you!",452,5588,-0.260115606936417
5592,"customer",NA,1,NA,"2019-01-17","2019-01-21",TRUE,"All we need is there!"," what else do we need fir our account? all them in monese","So good to know that - Thank you very much!",80,5592,-0.780346820809249
5595,"Daniele",NA,2,NA,"2019-01-17","2019-01-21",TRUE,"Really fast to approve and open my…","really fast to approve and open my business account","Hi Daniele - we appreciate your feedback. Thank you very much!",51,5595,-0.491329479768786
5600,"customer",NA,1,NA,"2019-01-17","2019-01-21",TRUE,"Easy account opening and fast card…","easy account opening and fast card delivery","Hi - thank you very much for your review!",46,5600,0.0289017341040463
5614,"customer",NA,1,NA,"2019-01-16","2019-01-17",TRUE,"Monese","good & free accounts option","Hello - we appreciate your feedback! Thanks!",27,5614,0.173410404624277
5615,"Martin",NA,1,NA,"2019-01-16","2019-01-17",TRUE,"Simple banking","jumped through their account opening hoops, nothing to hard there, deposited money via bank transfer, was in the account in a couple of hours. bought the debit card.transferred money, used the card. everything works as eected and instant notification of any spend on the card","Hi Martin - we are glad to know that you're having a good experience with us! Thanks for your review!",470,5615,-0.433526011560694
5616,"customer",NA,1,NA,"2019-01-16","2019-01-16",TRUE,"Ok beatfull acoount","ok beautiful account","Thanks a thousand!",20,5616,-0.346820809248555
5634,"Ari",NA,1,NA,"2019-01-15","2019-01-15",TRUE,"The day I opened a Monese account","the day i opened a monese account, i waited h in a queue at my local post office to open an account there. after h i was still halfway of the queue, so i went home and in  minutes i had my monese account, a card on the way to my home and an account in the uk before moving out there. recharging my account has been a breeze and communication with the monese team has been prompt",NA,411,5634,-0.375722543352602
5640,"customer",NA,1,NA,"2019-01-15",NA,TRUE,"Azienda affidabile puntuale e precissa."," potrebbero presto implementare alcuni servizi per aumentare le creare opportunit ed i servizi","Thanks to you, Raheem and welcome to the Monese family! Please feel free to share your feedback again in the near future :)",400,5640,-0.780346820809249
5660,"William Alzate",NA,1,NA,"2019-01-14","2019-01-15",TRUE,"My first account in uk","i am happy with my account in monese. to opened the account was very easy","That's great, Arunas! We will pass this on to our support team :)",73,5660,0.115606936416185
5670,"Frank Blaeser","https://user-images.trustpilot.com/5c3c73a7424876d4e8e5daca/73x73.png",7,NA,"2019-01-14","2019-01-21",FALSE,"Völlig unkompliziertes Konto mit…","update: jetzt auch mit apple pay nutzbar!vllig unkompliziertes konto mit debitkarten in verschiedenen whrungen","Wir freuen uns, dass Du mit Monese ein Konto gefunden hast, dass Deinen Bedürfnissen gerecht wird. Danke, Frank!",589,5670,-0.838150289017341
5679,"Rogerio",NA,3,NA,"2019-01-13","2019-01-14",TRUE,"Love Monese, but not the PayPoint fee","i really like monese, the only thing i wish could have been improved is the debit card charge for sending a card when you sign up (other companies don't charge you) and the  fee for each and every single paypoint deposit","Thanks a lot for your feedback, Rogerio! We're definitely gonna share it with the rest of the team and we'll see what we can do :)",256,5679,0.0578034682080926
5688,"bimal b",NA,1,NA,"2019-01-12",NA,TRUE,"useless service","useless service, they will close your account without giving notice and will steal your money, they will not answer any query or calls",NA,135,5688,-1.15606936416185
5696,"Adrian",NA,1,NA,"2019-01-11","2019-01-14",TRUE,"Very good","the account was easy to make,and the card arrived in  days","Glad to hear everything's been going smoothly, Adrian! And welcome on board! :)",81,5696,-0.317919075144509
5714,"customer",NA,1,NA,"2019-01-10",NA,TRUE,"I'm surprised it takes I day to get…","i'm surprised it takes i day to get money from a uk bank account if paid after pm",NA,177,5714,-0.433526011560694
5720,"Alfa",NA,4,NA,"2019-01-10",NA,FALSE,"Eccezionale"," regalano anche  euro spendibili come si vuole! solo basta iscriversi con questo codice yrsfxt e caricare il conto per la prima volta con almeno  euro, facile",NA,327,5720,-0.92485549132948
5724,"MaLeIm","https://user-images.trustpilot.com/5c362a1100560e316368d60e/73x73.png",1,NA,"2019-01-09","2019-02-10",TRUE,"To be avoided","my account was closed after trying to make a transfer into another account. they asked me for a bunch of information, which i duly provide but closed my account without warning.?? how could that be? i opened the account two years ago and there was no problem identifying me.i was left without my account overnight. i feel it was arbitrary, obscured and negligent service for us clients that rely and trust monese with our money. i don't know when they'll transfer my money back after reading the other opinions","Hi there,Sad to hear that things didn't go down as you expected this is not by any means reflective of our standards of service and customer satisfaction. We only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15. You remaining funds have already been transferred to the given account. Kindly get in touch with our support team directly if you like to discuss your account further, as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",782,5724,-1.04046242774566
5733,"Pawel B.",NA,1,NA,"2019-01-09","2019-01-09",FALSE,"Gorąco polecam!","gorco polecam!! jestem w % zadowolony z tej aplikacji bez koniecznoci potwierdzenia adresu jak w innych bankach","Dobrze to słyszeć, Paweł, dziękujemy!",298,5733,-0.780346820809249
5736,"Rachel",NA,1,NA,"2019-01-09","2019-01-09",TRUE,"Reviewing Monese","ive just joined monese & have been impressed with the service from setting up the account to receiving my card highly recommended","Glad to hear everything's been going smoothly, Rachel - welcome on board!",130,5736,0.491329479768786
5737,"Dorina",NA,2,NA,"2019-01-09","2019-01-09",TRUE,"I love how lightweight and easy to use…","i was pleasantly surprised to see that the card is now completely free, even with the basic account!good job everyone, i hope you keep it going","Thank you so much, Dorina! We promise to keep up the good work!",282,5737,0.924855491329479
5744,"customer",NA,2,NA,"2019-01-08","2019-01-24",TRUE,"I transferred money into my account to…","i transferred money into my account to make a payment and my account is suspended now my payment has been delayed n im getting interest charges! im very upset and monese is a really slow and bad servicei have been calling since last week monday and i was promised  working days and i have still not received any update","Hi there,Accept our sincerest apologies for any inconvenience caused to you in a result of account closure. Please know that we only close accounts in the most extreme circumstances to comply with the regulation. You can find more details in our Terms at monese.com/terms - sections 14 and 15. You remaining funds were transferred to given account on 10th Jan. Kindly get in touch with our support team directly if you like to discuss your account further, as we cannot comment on any account specifics on a public platform.Best Regards,The Monese Team",416,5744,-1.21387283236994
5746,"Eleni Petridou",NA,1,NA,"2019-01-08",NA,TRUE,"Use it wisely","as a customer, i have to say this is a good solution to use your money online, but from my personal eerience my account has been hacked twice and money stolen.be careful with your money anyway!",NA,284,5746,-0.346820809248555
5748,"Dav Ko","https://user-images.trustpilot.com/5c3488383243703e69cf2ed6/73x73.png",1,NA,"2019-01-08","2019-01-08",FALSE,"Great mobile bank with additional 15€ welcome bonus"," select monese starter pack if you want totally free bank account.here is also a free eur bonus for all who will use my referral bonus code to register with the monese: rekeaewhat to do? in order to be eligible you need to be located in eu or uk and have eu or uk mobile number, citizenship is not important; you need to use my referral code rekeae which will enable a welcome bonus of  to your new monese bank account; register with your details through monese application. please have your passport and/or national id card ready, also residence permit or similar are allowed; select monese starter pack if you dont want to have any monthly eenses with monese bank; top up your new bank account with at least ; you will get your bonus of  on your bank account in app. two; you can use monese if you like it and use your unique referral link which you will get after the registration and invite your colleagues and friends and by this gain more bonus for yourself and your friends; you can transfer your top up + bonus back to your main bank account anytime if you want to or just spend it online or for paying bills; any other catch? no, it works","Hi there Dav - thanks for the review! Please mind that the 15€ was only available until 31st of December as part of our Christmas offer. Now it's £10!",1400,5748,4.42196531791907
5752,"Tissi",NA,1,NA,"2019-01-07","2019-01-24",TRUE,"Mein Account ist seit über ein Monat…","mein account ist seit ber ein monat geblockt ohne begrndung! der kundensupport hat nicht die mglichkeit oder informationen, um mich darber zu informieren","Hallo Tissi,Es tut uns wirklich leid, dass Sie uns diese Bewertung hinterlassen mussten. Wir möchten erwähnen, dass Konten aus einer Vielzahl von Gründen gesperrt werden können, und oft als Vorsichtsmaßnahme vorübergehend. In Ihrem Fall waren wir in der Lage, Ihr Konto zu sperren und eine E-Mail diesbezüglich zu senden.Zögern Sie nicht, unser Kundensupport-Team für weitere Fragen zu kontaktieren, da wir keinen Kommentar auf ein Konto einer öffentlichen Plattform abgeben können.Beste Grüße,Das Monese-Team",253,5752,-1.21387283236994
5757,"Ammad","https://user-images.trustpilot.com/55d38ca00000ff0001d52bca/73x73.png",18,NA,"2019-01-07","2019-01-08",TRUE,"Easy to apply and simple to deposit and…","easy to apply and simple to deposit and withdraw money","Easy and simple - that's what we want for our customers! Thanks for your review, Ammad :)",54,5757,-0.433526011560694
